The Road,2009,7.3,0.06
Lavender,2016,5.2,
Deuces,2016,6.6,
Conan the Barbarian,2011,5.2,21.27
The Fighter,2010,7.8,93.57
August Rush,2007,7.5,31.66
Chef,2014,7.3,31.24
Eye in the Sky,2015,7.3,18.7
Eagle Eye,2008,6.6,101.11
The Purge,2013,5.7,64.42
PK,2014,8.2,10.57
Ender's Game,2013,6.7,61.66
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,317.01
Paper Towns,2015,6.3,31.99
High-Rise,2015,5.7,0.34
Quantum of Solace,2008,6.6,168.37
The Assignment,2016,4.5,
How to Train Your Dragon,2010,8.1,217.39
Lady in the Water,2006,5.6,42.27
The Fountain,2006,7.3,10.14
Cars 2,2011,6.2,191.45
31,2016,5.1,0.78
Final Girl,2015,4.7,
Chalk It Up,2016,4.8,
The Man Who Knew Infinity,2015,7.2,3.86
Unknown,2011,6.9,61.09
Self/less,2015,6.5,12.28
Mr. Brooks,2007,7.3,28.48
Tramps,2016,6.5,
Before We Go,2014,6.9,0.04
Captain Phillips,2013,7.8,107.1
The Secret Scripture,2016,6.8,
Max Steel,2016,4.6,3.77
Hotel Transylvania 2,2015,6.7,169.69
Hancock,2008,6.4,227.95
Sisters,2015,6,87.03
The Family,2013,6.3,36.92
Zack and Miri Make a Porno,2008,6.6,31.45
Ma vie de Courgette,2016,7.8,0.29
Man on a Ledge,2012,6.6,18.6
No Strings Attached,2011,6.2,70.63
Rescue Dawn,2006,7.3,5.48
Despicable Me 2,2013,7.4,368.05
A Walk Among the Tombstones,2014,6.5,25.98
The World's End,2013,7,26
Yoga Hosers,2016,4.3,
Seven Psychopaths,2012,7.2,14.99
Beowulf,2007,6.2,82.16
Jack Ryan: Shadow Recruit,2014,6.2,50.55
1408,2007,6.8,71.98
The Gambler,2014,6,33.63
Prince of Persia: The Sands of Time,2010,6.6,90.76
The Spectacular Now,2013,7.1,6.85
A United Kingdom,2016,6.8,3.9
USS Indianapolis: Men of Courage,2016,5.2,
Turbo Kid,2015,6.7,0.05
Mama,2013,6.2,71.59
Orphan,2009,7,41.57
To Rome with Love,2012,6.3,16.68
Fantastic Mr. Fox,2009,7.8,21
Inside Man,2006,7.6,88.5
I.T.,2016,5.4,
127 Hours,2010,7.6,18.33
Annabelle,2014,5.4,84.26
Wolves at the Door,2016,4.6,
Suite Française,2014,6.9,
The Imaginarium of Doctor Parnassus,2009,6.8,7.69
G.I. Joe: The Rise of Cobra,2009,5.8,150.17
Christine,2016,7,0.3
Man Down,2015,5.8,
Crawlspace,2016,5.3,
Shut In,2016,4.6,6.88
The Warriors Gate,2016,5.3,
Grindhouse,2007,7.6,25.03
Disaster Movie,2008,1.9,14.17
Rocky Balboa,2006,7.2,70.27
Diary of a Wimpy Kid: Dog Days,2012,6.4,49
Jane Eyre,2011,7.4,11.23
Fool's Gold,2008,5.7,70.22
The Dictator,2012,6.4,59.62
The Loft,2014,6.3,5.98
Bacalaureat,2016,7.5,0.13
You Don't Mess with the Zohan,2008,5.5,100.02
Exposed,2016,4.2,
Maudie,2016,7.8,
Horrible Bosses 2,2014,6.3,54.41
A Bigger Splash,2015,6.4,1.98
Melancholia,2011,7.1,3.03
The Princess and the Frog,2009,7.1,104.37
Unstoppable,2010,6.8,81.56
Flight,2012,7.3,93.75
Home,2015,6.7,177.34
La migliore offerta,2013,7.8,0.09
Mean Dreams,2016,6.3,
42,2013,7.5,95
21,2008,6.8,81.16
Begin Again,2013,7.4,16.17
Out of the Furnace,2013,6.8,11.33
Vicky Cristina Barcelona,2008,7.1,23.21
Kung Fu Panda,2008,7.6,215.4
Barbershop: The Next Cut,2016,5.9,54.01
Terminator Salvation,2009,6.6,125.32
Freedom Writers,2007,7.5,36.58
The Hills Have Eyes,2006,6.4,41.78
Changeling,2008,7.8,35.71
Remember Me,2010,7.2,19.06
Koe no katachi,2016,8.4,
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,66.95
Locke,2013,7.1,1.36
The 9th Life of Louis Drax,2016,6.3,
Horns,2013,6.5,0.16
Indignation,2016,6.9,3.4
The Stanford Prison Experiment,2015,6.9,0.64
Diary of a Wimpy Kid: Rodrick Rules,2011,6.6,52.69
Mission: Impossible III,2006,6.9,133.38
En man som heter Ove,2015,7.7,3.36
Dragonball Evolution,2009,2.7,9.35
Red Dawn,2012,5.4,44.8
One Day,2011,7,13.77
Life as We Know It,2010,6.6,53.36
28 Weeks Later,2007,7,28.64
Warm Bodies,2013,6.9,66.36
Blue Jasmine,2013,7.3,33.4
G.I. Joe: Retaliation,2013,5.8,122.51
Wrath of the Titans,2012,5.8,83.64
Shin Gojira,2016,6.9,1.91
Saving Mr. Banks,2013,7.5,83.3
Transcendence,2014,6.3,23.01
Rio,2011,6.9,143.62
Equals,2015,6.1,0.03
Babel,2006,7.5,34.3
The Tree of Life,2011,6.8,13.3
The Lucky One,2012,6.5,60.44
Piranha 3D,2010,5.5,25
50/50,2011,7.7,34.96
The Intent,2016,3.5,
This Is 40,2012,6.2,67.52
Real Steel,2011,7.1,85.46
Sex and the City,2008,5.5,152.64
Rambo,2008,7.1,42.72
Planet Terror,2007,7.1,
Concussion,2015,7.1,34.53
The Fall,2006,7.9,2.28
The Ugly Truth,2009,6.5,88.92
Bride Wars,2009,5.5,58.72
Sleeping with Other People,2015,6.5,0.81
Snakes on a Plane,2006,5.6,34.01
What If,2013,6.8,3.45
How to Train Your Dragon 2,2014,7.9,177
RoboCop,2014,6.2,58.61
In Dubious Battle,2016,6.2,
"Hello, My Name Is Doris",2015,6.7,14.44
Ocean's Thirteen,2007,6.9,117.14
Slither,2006,6.5,7.77
Contagion,2011,6.6,75.64
Il racconto dei racconti - Tale of Tales,2015,6.4,0.08
I Am the Pretty Thing That Lives in the House,2016,4.7,
Bridge to Terabithia,2007,7.2,82.23
Coherence,2013,7.2,0.07
Notorious,2009,6.7,36.84
Goksung,2016,7.5,0.79
The Expendables 2,2012,6.6,85.02
The Girl Next Door,2007,6.7,
Perfume: The Story of a Murderer,2006,7.5,2.21
The Golden Compass,2007,6.1,70.08
Centurion,2010,6.4,0.12
Scouts Guide to the Zombie Apocalypse,2015,6.3,3.64
17 Again,2009,6.4,64.15
No Escape,2015,6.8,27.29
Superman Returns,2006,6.1,200.07
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,281.28
Precious,2009,7.3,47.54
The Sea of Trees,2015,5.9,0.02
Good Kids,2016,6.1,
The Master,2012,7.1,16.38
Footloose,2011,5.9,51.78
If I Stay,2014,6.8,50.46
The Ticket,2016,5.4,
Detour,2016,6.3,
The Love Witch,2016,6.2,0.22
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,148.21
The Human Centipede (First Sequence),2009,4.4,0.18
Super,2010,6.8,0.32
The Siege of Jadotville,2016,7.3,
Up in the Air,2009,7.4,83.81
The Midnight Meat Train,2008,6.1,0.07
The Twilight Saga: Eclipse,2010,4.9,300.52
Transpecos,2016,5.8,
What's Your Number?,2011,6.1,13.99
Riddick,2013,6.4,42
Triangle,2009,6.9,
The Butler,2013,7.2,116.63
King Cobra,2016,5.6,0.03
After Earth,2013,4.9,60.52
Kicks,2016,6.1,0.15
Me and Earl and the Dying Girl,2015,7.8,6.74
The Descendants,2011,7.3,82.62
Sex and the City 2,2010,4.3,95.33
The Kings of Summer,2013,7.2,1.29
Death Race,2008,6.4,36.06
That Awkward Moment,2014,6.2,26.05
Legion,2010,5.2,40.17
End of Watch,2012,7.7,40.98
3 Days to Kill,2014,6.2,30.69
Lucky Number Slevin,2006,7.8,22.49
Trance,2013,7,2.32
Into the Forest,2015,5.9,0.01
The Other Boleyn Girl,2008,6.7,26.81
I Spit on Your Grave,2010,6.3,0.09
Custody,2016,6.9,
Inland Empire,2006,7,
L'odyssée,2016,6.7,
The Walk,2015,7.3,10.14
Wrecker,2015,3.5,
The Lone Ranger,2013,6.5,89.29
Texas Chainsaw 3D,2013,4.8,34.33
Disturbia,2007,6.9,80.05
Rock of Ages,2012,5.9,38.51
Scream 4,2011,6.2,38.18
Queen of Katwe,2016,7.4,8.81
My Big Fat Greek Wedding 2,2016,6,59.57
Dark Places,2015,6.2,
Amateur Night,2016,5,
It's Only the End of the World,2016,7,
The Skin I Live In,2011,7.6,3.19
Miracles from Heaven,2016,7,61.69
Annie,2014,5.3,85.91
Across the Universe,2007,7.4,24.34
Let's Be Cops,2014,6.5,82.39
Max,2015,6.8,42.65
Your Highness,2011,5.6,21.56
Final Destination 5,2011,5.9,42.58
Endless Love,2014,6.3,23.39
Martyrs,2008,7.1,
Selma,2014,7.5,52.07
Underworld: Rise of the Lycans,2009,6.6,45.8
Taare Zameen Par,2007,8.5,1.2
Take Me Home Tonight,2011,6.3,6.92
Resident Evil: Afterlife,2010,5.9,60.13
Project X,2012,6.7,54.72
Secret in Their Eyes,2015,6.2,
Hostel: Part II,2007,5.5,17.54
Step Up 2: The Streets,2008,6.2,58.01
Search Party,2014,5.6,
Nine Lives,2016,5.3,19.64
